Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,Loan_Amount_Term,Credit_History,LoanAmount
Male,Yes,0,Graduate,No,5695,4167,360,1,1
Male,Yes,0,Graduate,No,2958,2900,360,1,0
Male,Yes,2,Graduate,No,6250,5654,180,1,1
Male,Yes,2,Not Graduate,No,3273,1820,360,1,0
Male,No,0,Graduate,No,4133,0,360,1,0
Male,No,0,Not Graduate,No,3620,0,120,1,0
Male,No,0,Graduate,,6782,0,360,,1
Female,Yes,0,Graduate,No,2484,2302,360,1,0
Male,Yes,0,Graduate,No,1977,997,360,1,0
Male,Yes,0,Not Graduate,No,4188,0,180,1,0
Male,Yes,0,Graduate,No,1759,3541,360,1,0
Male,Yes,2,Not Graduate,No,4288,3263,180,1,0
Male,No,0,Graduate,No,4843,3806,360,1,1
Male,Yes,,Graduate,No,13650,0,360,1,1
Male,Yes,0,Graduate,No,4652,3583,360,1,1
Male,,,Graduate,No,3816,754,360,1,1
Male,Yes,1,Graduate,No,3052,1030,360,1,0
Male,Yes,2,Graduate,No,11417,1126,360,1,1
Male,No,0,Not Graduate,,7333,0,360,1,0
Male,Yes,2,Graduate,No,3800,3600,360,0,1
Male,Yes,3,Not Graduate,No,2071,754,480,1,0
Male,No,0,Graduate,No,5316,0,360,1,0
Female,Yes,0,Graduate,,2929,2333,360,1,0
Male,Yes,0,Not Graduate,No,3572,4114,,0,1
Female,No,1,Graduate,Yes,7451,0,360,1,1
Male,No,0,Graduate,,5050,0,360,1,0
Male,Yes,1,Graduate,No,14583,0,180,1,1
Female,Yes,0,Graduate,No,3167,2283,360,1,1
Male,Yes,1,Graduate,No,2214,1398,360,,0
Male,Yes,0,Graduate,No,5568,2142,360,1,1
Female,No,0,Graduate,No,10408,0,360,1,1
Male,Yes,,Graduate,No,5667,2667,360,1,1
Female,No,0,Graduate,No,4166,0,360,1,0
Female,No,0,Graduate,No,2137,8980,360,0,0
Male,Yes,2,Graduate,No,2957,0,360,1,0
Male,Yes,0,Not Graduate,No,4300,2014,360,1,1
Female,No,0,Graduate,No,3692,0,360,,0
,Yes,3,Graduate,No,23803,0,360,1,1
Male,No,0,Graduate,No,3865,1640,360,1,1
Male,Yes,1,Graduate,Yes,10513,3850,180,0,1
Male,Yes,0,Graduate,No,6080,2569,360,,1
Male,No,0,Graduate,Yes,20166,0,480,,1
Male,No,0,Graduate,No,2014,1929,360,1,0
Male,No,0,Graduate,No,2718,0,360,1,0
Male,Yes,0,Graduate,Yes,3459,0,120,1,0
Male,No,0,Graduate,No,4895,0,360,1,0
Male,Yes,3,Graduate,No,4000,7750,360,1,1
Female,Yes,0,Graduate,No,4583,0,360,1,0
Male,Yes,2,Graduate,Yes,3316,3500,360,1,0
Male,No,0,Graduate,No,14999,0,360,0,1
Male,Yes,2,Not Graduate,No,4200,1430,360,1,0
Male,Yes,2,Graduate,No,5042,2083,360,1,1
Male,No,0,Graduate,No,5417,0,360,1,1
Male,No,0,Graduate,Yes,6950,0,180,1,1
Male,Yes,0,Graduate,No,2698,2034,360,1,0
Male,Yes,2,Graduate,No,11757,0,180,1,1
Female,Yes,0,Graduate,No,2330,4486,360,1,0
Female,Yes,2,Graduate,No,14866,0,360,1,0
Male,Yes,1,Graduate,No,1538,1425,360,1,0
Female,No,0,Graduate,No,10000,1666,360,1,1
Male,Yes,0,Graduate,No,4860,830,360,1,0
Male,No,0,Graduate,No,6277,0,360,0,0
Male,Yes,0,Graduate,Yes,2577,3750,360,1,1
Male,No,0,Graduate,No,9166,0,360,1,1
Male,Yes,2,Not Graduate,No,2281,0,360,1,0
Male,No,0,Graduate,No,3254,0,360,1,0
Male,Yes,3,Graduate,No,39999,0,180,0,1
Male,Yes,1,Graduate,No,6000,0,360,,1
Male,Yes,1,Graduate,No,9538,0,360,1,1
Male,No,0,Graduate,,2980,2083,360,1,0
Male,Yes,0,Graduate,No,4583,5625,360,1,1
Male,Yes,0,Not Graduate,No,1863,1041,360,1,0
Male,Yes,0,Graduate,No,7933,0,360,1,1
Male,Yes,1,Graduate,No,3089,1280,360,0,0
Male,Yes,2,Graduate,No,4167,1447,360,1,1
Male,Yes,0,Graduate,No,9323,0,180,1,0
Male,Yes,0,Graduate,No,3707,3166,,1,1
Female,Yes,0,Graduate,No,4583,0,360,1,0
Male,Yes,0,Graduate,No,2439,3333,360,1,0
Male,No,0,Graduate,No,2237,0,480,0,0
Male,Yes,2,Graduate,No,8000,0,360,1,1
Male,Yes,0,Not Graduate,,1820,1769,360,1,0
,Yes,3,Graduate,No,51763,0,300,1,1
Male,Yes,3,Not Graduate,No,3522,0,180,1,0
Male,Yes,0,Graduate,No,5708,5625,360,1,1
Male,Yes,0,Not Graduate,Yes,4344,736,360,1,0
Male,Yes,0,Graduate,No,3497,1964,360,1,0
Male,Yes,2,Graduate,No,2045,1619,360,1,0
Male,Yes,3,Graduate,No,5516,11300,360,0,1
Male,Yes,1,Graduate,No,3750,0,360,1,0
Male,No,0,Not Graduate,No,2333,1451,480,0,0
Male,Yes,1,Graduate,No,6400,7250,360,0,1
Male,No,0,Graduate,No,1916,5063,360,,0
Male,Yes,0,Graduate,No,4600,0,180,1,0
Male,Yes,1,Graduate,No,33846,0,360,1,1
Female,Yes,0,Graduate,No,3625,0,360,1,0
Male,Yes,0,Graduate,Yes,39147,4750,360,1,0
Male,Yes,1,Graduate,Yes,2178,0,300,0,0
Male,Yes,0,Graduate,No,2383,2138,360,,0
,Yes,0,Graduate,Yes,674,5296,360,1,1
Male,Yes,0,Graduate,No,9328,0,180,1,1
Male,No,0,Not Graduate,No,4885,0,360,1,0
Male,No,0,Graduate,No,12000,0,360,1,1
Male,Yes,0,Not Graduate,No,6033,0,360,1,1
Male,No,0,Graduate,No,3858,0,360,1,0
Male,No,0,Graduate,No,4191,0,360,1,0
Male,Yes,1,Graduate,No,3125,2583,360,1,1
Male,No,0,Graduate,No,8333,3750,360,1,1
Female,No,0,Not Graduate,No,1907,2365,,1,0
Female,Yes,0,Graduate,No,3416,2816,360,,0
Male,No,0,Graduate,Yes,11000,0,360,1,0
Male,Yes,1,Not Graduate,No,2600,2500,360,1,0
Male,No,2,Graduate,No,4923,0,360,0,1
Male,Yes,3,Not Graduate,No,3992,0,180,1,1
Male,Yes,1,Not Graduate,No,3500,1083,360,1,0
Male,Yes,2,Not Graduate,No,3917,0,360,1,0
Female,No,0,Not Graduate,No,4408,0,360,1,0
Female,No,0,Graduate,No,3244,0,360,1,0
Male,No,0,Not Graduate,No,3975,2531,360,1,0
Male,No,0,Graduate,No,2479,0,360,1,0
Male,No,0,Graduate,No,3418,0,360,1,0
Female,No,0,Graduate,No,10000,0,360,1,1
Male,Yes,3,Graduate,No,3430,1250,360,0,0
Male,Yes,1,Graduate,Yes,7787,0,360,1,1
Male,Yes,3,Not Graduate,Yes,5703,0,360,1,0
Male,Yes,0,Graduate,No,3173,3021,360,1,0
Male,Yes,3,Not Graduate,No,3850,983,360,1,0
Male,Yes,0,Graduate,No,150,1800,360,1,0
Male,Yes,0,Graduate,No,3727,1775,360,1,0
Male,Yes,2,Graduate,,5000,0,360,0,0
Female,Yes,2,Graduate,No,4283,2383,360,,0
Male,Yes,0,Graduate,No,2221,0,360,0,0
Male,Yes,2,Graduate,No,4009,1717,360,1,0
Male,No,0,Graduate,No,2971,2791,360,1,0
Male,Yes,0,Graduate,No,7578,1010,,1,1
Male,Yes,0,Graduate,No,6250,0,360,1,0
Male,Yes,0,Graduate,No,3250,0,360,1,1
Male,Yes,,Not Graduate,Yes,4735,0,360,1,0
Male,Yes,2,Graduate,No,6250,1695,360,1,1
Male,,,Graduate,No,4758,0,480,1,1
Male,No,0,Graduate,Yes,6400,0,360,1,1
Male,Yes,1,Graduate,No,2491,2054,360,1,0
Male,Yes,0,Graduate,,3716,0,180,1,0
Male,No,0,Not Graduate,No,3189,2598,,1,0
Female,No,0,Graduate,No,8333,0,360,1,1
Male,Yes,1,Graduate,No,3155,1779,360,1,0
Male,Yes,1,Graduate,No,5500,1260,360,1,1
Male,Yes,0,Graduate,,5746,0,360,,1
Female,No,0,Graduate,Yes,3463,0,360,,0
Female,No,1,Graduate,No,3812,0,360,1,0
Male,Yes,1,Graduate,No,3315,0,360,1,0
Male,Yes,2,Graduate,No,5819,5000,360,1,0
Male,Yes,1,Not Graduate,No,2510,1983,180,1,0
Male,No,0,Graduate,No,2965,5701,60,1,1
Male,Yes,2,Graduate,Yes,6250,1300,360,1,0
Male,Yes,0,Not Graduate,No,3406,4417,360,1,0
Male,No,0,Graduate,Yes,6050,4333,180,1,0
Male,Yes,2,Graduate,No,9703,0,360,1,0
Male,Yes,1,Not Graduate,No,6608,0,180,1,0
Male,Yes,1,Graduate,No,2882,1843,480,1,0
Male,Yes,0,Graduate,No,1809,1868,360,1,0
Male,Yes,0,Not Graduate,No,1668,3890,360,0,1
Female,No,2,Graduate,No,3427,0,360,1,0
Male,No,0,Not Graduate,Yes,2583,2167,360,1,0
Male,Yes,1,Not Graduate,No,2661,7101,180,1,1
Male,No,0,Graduate,Yes,16250,0,360,0,1
Female,No,3,Graduate,No,3083,0,360,1,1
Male,No,0,Not Graduate,No,6045,0,360,0,0
Male,Yes,3,Graduate,No,5250,0,360,1,0
Male,Yes,0,Graduate,No,14683,2100,360,1,1
Male,Yes,3,Not Graduate,No,4931,0,360,,0
Male,Yes,1,Graduate,No,6083,4250,360,,1
Male,No,0,Graduate,No,2060,2209,360,1,0
Female,No,1,Graduate,No,3481,0,36,1,1
Female,No,0,Graduate,No,7200,0,360,1,0
Male,No,0,Graduate,Yes,5166,0,360,1,0
Male,No,0,Graduate,No,4095,3447,360,1,1
Male,Yes,2,Graduate,No,4708,1387,360,1,1
Male,Yes,3,Graduate,No,4333,1811,360,0,1
Female,No,0,Graduate,,3418,0,360,1,0
Female,No,1,Graduate,No,2876,1560,360,1,0
Female,No,0,Graduate,No,3237,0,360,1,0
Male,Yes,0,Graduate,No,11146,0,360,1,0
Male,No,0,Graduate,No,2833,1857,360,1,0
Male,Yes,0,Graduate,No,2620,2223,360,1,1
Male,Yes,2,Graduate,No,3900,0,360,1,0
Male,Yes,1,Graduate,No,2750,1842,360,1,0
Male,Yes,0,Graduate,No,3993,3274,360,1,1
Male,Yes,0,Graduate,No,3103,1300,360,1,0
Male,Yes,0,Graduate,No,14583,0,360,1,1
Female,Yes,0,Not Graduate,No,4100,0,360,,0
Male,No,1,Not Graduate,Yes,4053,2426,360,0,1
Male,Yes,0,Graduate,No,3927,800,360,1,0
Male,Yes,2,Graduate,No,2301,985.7999878,180,1,0
Female,No,0,Graduate,No,1811,1666,360,1,0
Male,Yes,0,Graduate,No,20667,0,360,1,1
Male,No,0,Graduate,No,3158,3053,360,1,0
Female,No,0,Graduate,Yes,2600,1717,300,1,0
Male,Yes,0,Graduate,No,3704,2000,360,1,0
Female,No,0,Graduate,No,4124,0,360,1,0
Male,No,0,Graduate,No,9508,0,360,1,1
Male,Yes,0,Graduate,No,3075,2416,360,1,0
Male,Yes,2,Graduate,No,4400,0,360,0,0
Male,Yes,2,Graduate,No,3153,1560,360,1,0
Female,No,,Graduate,No,5417,0,480,0,0
Male,Yes,0,Graduate,No,2383,3334,360,1,1
Male,Yes,3,Graduate,,4416,1250,360,1,0
Male,Yes,1,Graduate,No,6875,0,360,1,1
Female,Yes,1,Graduate,No,4666,0,360,1,0
Female,No,0,Graduate,No,5000,2541,480,1,1
Male,Yes,1,Graduate,No,2014,2925,360,1,0
Male,Yes,0,Not Graduate,No,1800,2934,360,0,0
Male,Yes,,Not Graduate,No,2875,1750,360,1,0
Female,No,0,Graduate,No,5000,0,360,1,0
Male,Yes,1,Graduate,No,1625,1803,360,1,0
Male,No,0,Graduate,No,4000,2500,360,1,0
Male,No,0,Not Graduate,No,2000,0,360,1,1
Female,No,0,Graduate,No,3762,1666,360,1,0
Female,No,0,Graduate,No,2400,1863,360,0,0
Male,No,0,Graduate,No,20233,0,360,1,1
Male,Yes,2,Not Graduate,No,7667,0,360,,1
Female,No,0,Graduate,No,2917,0,360,1,0
Male,No,0,Not Graduate,No,2927,2405,360,1,0
Female,No,0,Graduate,No,2507,0,360,1,0
Male,Yes,2,Graduate,Yes,5746,0,84,,0
,Yes,0,Graduate,No,2473,1843,360,1,1
Male,Yes,1,Not Graduate,No,3399,1640,180,1,0
Male,Yes,2,Graduate,No,3717,0,360,1,0
Male,Yes,0,Graduate,No,2058,2134,360,,0
Female,No,1,Graduate,No,3541,0,360,,0
Male,Yes,1,Graduate,Yes,10000,0,360,1,1
Male,Yes,0,Graduate,No,2400,2167,360,1,0
Male,Yes,3,Graduate,No,4342,189,360,1,0
Male,Yes,2,Not Graduate,No,3601,1590,360,1,1
Female,No,0,Graduate,No,3166,2985,360,,0
Male,Yes,3,Graduate,No,15000,0,360,1,1
Male,Yes,1,Graduate,Yes,8666,4983,360,0,1
Male,No,0,Graduate,No,4917,0,360,0,0
Male,Yes,0,Graduate,Yes,5818,2160,360,1,1
Female,Yes,0,Graduate,No,4333,2451,360,1,0
Female,No,0,Graduate,No,2500,0,360,1,0
Male,No,1,Graduate,No,4384,1793,360,1,0
Male,No,0,Graduate,No,2935,0,360,1,0
Male,No,,Graduate,No,2833,0,360,1,0
Male,Yes,0,Graduate,,63337,0,180,1,1
,Yes,1,Graduate,Yes,9833,1833,180,1,1
Male,Yes,,Graduate,Yes,5503,4490,,1,0
Male,Yes,1,Graduate,,5250,688,360,1,1
Male,Yes,2,Graduate,Yes,2500,4600,360,1,1
Female,No,3,Not Graduate,No,1830,0,360,0,1
Female,No,0,Graduate,No,4160,0,360,1,0
Male,Yes,3,Not Graduate,No,2647,1587,360,1,1
Female,No,0,Graduate,No,2378,0,360,1,0
Male,Yes,1,Not Graduate,No,4554,1229,360,1,1
Male,Yes,3,Not Graduate,No,3173,0,360,1,0
Male,Yes,2,Graduate,,2583,2330,360,1,0
Male,Yes,0,Graduate,No,2499,2458,360,1,1
Male,Yes,,Not Graduate,No,3523,3230,360,0,1
Male,Yes,2,Not Graduate,No,3083,2168,360,1,0
Male,Yes,0,Graduate,No,6333,4583,360,,1
Male,Yes,0,Graduate,No,2625,6250,360,1,1
Male,Yes,0,Graduate,No,9083,0,360,1,1
Male,No,0,Graduate,No,8750,4167,360,1,1
Male,Yes,3,Graduate,No,2666,2083,360,1,0
Female,Yes,0,Graduate,Yes,5500,0,360,0,0
Female,Yes,0,Graduate,No,2423,505,360,1,0
Female,No,,Graduate,No,3813,0,180,1,0
Male,Yes,2,Graduate,No,8333,3167,360,1,1
Male,Yes,1,Graduate,No,3875,0,360,1,0
Male,Yes,0,Not Graduate,No,3000,1666,480,0,0
Male,Yes,3,Graduate,No,5167,3167,360,1,1
Female,No,1,Graduate,No,4723,0,360,1,0
Male,Yes,2,Graduate,No,5000,3667,360,1,1
Male,Yes,0,Graduate,No,4750,2333,360,1,0
Male,Yes,0,Graduate,No,3013,3033,300,,0
Male,No,0,Graduate,Yes,6822,0,360,1,0
Male,No,0,Not Graduate,No,6216,0,360,1,0
Male,No,0,Graduate,No,2500,0,480,1,0
Male,No,0,Graduate,No,5124,0,,0,0
Male,Yes,1,Graduate,No,6325,0,360,1,1
Male,Yes,0,Graduate,No,19730,5266,360,1,1
Female,No,0,Graduate,Yes,15759,0,360,1,0
Male,Yes,2,Graduate,No,5185,0,360,1,1
Male,Yes,2,Graduate,Yes,9323,7873,300,1,1
Male,No,1,Graduate,No,3062,1987,180,0,0
Female,No,0,Graduate,,2764,1459,360,1,0
Male,Yes,0,Graduate,No,4817,923,180,1,0
Male,Yes,3,Graduate,No,8750,4996,360,1,0
Male,Yes,0,Graduate,No,4310,0,360,,0
Male,No,0,Graduate,No,3069,0,480,1,0
Male,Yes,2,Graduate,No,5391,0,360,1,0
Male,Yes,0,Graduate,,3333,2500,360,1,0
Male,No,0,Graduate,No,5941,4232,360,1,1
Female,No,0,Graduate,No,6000,0,360,1,1
Male,No,0,Graduate,Yes,7167,0,360,1,0
Male,Yes,2,Graduate,No,4566,0,360,1,0
Male,No,1,Graduate,,3667,0,180,1,0
Male,No,0,Not Graduate,No,2346,1600,360,1,0
Male,Yes,0,Not Graduate,No,3010,3136,360,0,1
Male,Yes,0,Graduate,No,2333,2417,360,1,0
Male,Yes,0,Graduate,No,5488,0,360,1,0
Male,No,3,Graduate,No,9167,0,360,1,1
Male,Yes,3,Graduate,No,9504,0,360,1,1
Male,Yes,0,Graduate,No,2583,2115,360,,0
Male,Yes,2,Not Graduate,No,1993,1625,180,1,0
Male,Yes,2,Graduate,No,3100,1400,360,1,0
Male,Yes,2,Graduate,No,3276,484,360,,0
Female,No,0,Graduate,No,3180,0,360,0,0
Male,Yes,0,Graduate,No,3033,1459,360,1,0
Male,No,0,Not Graduate,No,3902,1666,360,1,0
Female,No,0,Graduate,No,1500,1800,360,0,0
Male,Yes,2,Not Graduate,No,2889,0,180,0,0
Male,No,0,Not Graduate,No,2755,0,300,1,0
Male,No,0,Graduate,No,2500,20000,360,1,0
Female,No,0,Not Graduate,No,1963,0,360,1,0
Female,No,0,Graduate,Yes,7441,0,360,1,1
Female,No,0,Graduate,No,4547,0,360,1,0
Male,Yes,0,Not Graduate,No,2167,2400,360,1,0
Female,No,0,Not Graduate,No,2213,0,360,1,0
Male,Yes,1,Graduate,No,8300,0,300,0,1
Male,Yes,3,Graduate,No,81000,0,360,0,1
Female,No,1,Not Graduate,Yes,3867,0,360,1,0
Male,Yes,0,Graduate,,6256,0,360,,1
Male,Yes,0,Not Graduate,No,6096,0,360,0,1
Male,Yes,0,Not Graduate,No,2253,2033,360,1,0
Female,Yes,0,Not Graduate,No,2149,3237,360,0,1
Female,No,0,Graduate,No,2995,0,360,1,0
Female,No,1,Graduate,No,2600,0,360,1,1
Male,Yes,2,Graduate,Yes,1600,20000,360,1,1
Male,Yes,0,Graduate,No,1025,2773,360,1,0
Male,Yes,0,Graduate,No,3246,1417,360,1,0
Male,Yes,0,Graduate,No,5829,0,360,1,0
Female,No,0,Not Graduate,No,2720,0,,0,0
Male,Yes,0,Graduate,No,1820,1719,360,1,0
Male,Yes,1,Graduate,No,7250,1667,,0,0
Male,Yes,0,Graduate,No,14880,0,360,1,0
Male,Yes,0,Graduate,No,2666,4300,360,1,0
Female,No,1,Not Graduate,No,4606,0,360,1,0
Male,Yes,2,Graduate,No,5935,0,360,1,0
Male,Yes,0,Graduate,No,2920,16.12000084,360,1,0
Male,No,0,Not Graduate,No,2717,0,180,1,0
Female,No,1,Graduate,Yes,8624,0,360,1,1
Male,No,0,Graduate,No,6500,0,360,0,0
Male,No,0,Graduate,,12876,0,360,1,1
Male,Yes,0,Graduate,No,2425,2340,360,1,0
Male,No,0,Graduate,No,3750,0,360,1,0
Female,,,Graduate,No,10047,0,240,1,1
Male,No,0,Graduate,No,1926,1851,360,1,0
Male,Yes,0,Graduate,No,2213,1125,360,1,1
Male,No,0,Graduate,Yes,10416,0,360,0,1
Female,Yes,0,Not Graduate,Yes,7142,0,360,1,0
Male,No,0,Graduate,No,3660,5064,360,1,1
Male,Yes,0,Graduate,No,7901,1833,360,1,1
Male,No,3,Not Graduate,No,4707,1993,360,1,1
Male,No,1,Graduate,No,37719,0,360,1,1
Male,Yes,0,Graduate,No,7333,8333,300,,1
Male,Yes,1,Graduate,Yes,3466,1210,360,1,0
Male,Yes,2,Not Graduate,No,4652,0,360,1,0
Male,Yes,0,Graduate,,3539,1376,360,1,0
Male,Yes,2,Graduate,No,3340,1710,360,0,1
Male,No,1,Not Graduate,Yes,2769,1542,360,,1
Male,Yes,2,Not Graduate,No,2309,1255,360,0,0
Male,Yes,2,Not Graduate,No,1958,1456,300,,0
Male,Yes,0,Graduate,No,3948,1733,360,0,1
Male,Yes,0,Graduate,No,2483,2466,180,0,0
Male,No,0,Graduate,Yes,7085,0,360,1,0
Male,Yes,2,Graduate,No,3859,0,360,1,0
Male,Yes,0,Graduate,No,4301,0,360,1,0
Male,Yes,0,Graduate,No,3708,2569,360,1,1
Male,No,2,Graduate,No,4354,0,360,1,0
Male,Yes,0,Graduate,No,8334,0,360,1,1
,Yes,0,Graduate,Yes,2083,4083,360,,1
Male,Yes,3,Graduate,No,7740,0,180,1,0
Male,Yes,0,Graduate,No,3015,2188,360,1,1
Female,No,1,Not Graduate,,5191,0,360,1,0
Male,No,0,Graduate,No,4166,0,360,0,0
Male,No,0,Graduate,No,6000,0,360,1,0
Male,Yes,3,Not Graduate,No,2947,1664,180,0,0
,Yes,0,Graduate,No,16692,0,360,1,0
Female,Yes,2,Not Graduate,,210,2917,360,1,0
Male,Yes,0,Graduate,No,4333,2451,360,1,0
Male,Yes,1,Graduate,Yes,3450,2079,360,1,1
Male,Yes,1,Not Graduate,No,2653,1500,180,0,0
Male,Yes,3,Graduate,No,4691,0,360,1,0
Female,No,0,Graduate,Yes,2500,0,360,,0
Male,No,2,Graduate,No,5532,4648,360,1,1
Male,Yes,2,Graduate,Yes,16525,1014,360,1,1
Male,Yes,2,Graduate,No,6700,1750,300,1,1
,Yes,2,Graduate,No,2873,1872,360,0,0
Male,Yes,1,Graduate,Yes,16667,2250,360,1,0
Male,Yes,2,Graduate,No,2947,1603,360,1,1
Female,No,0,Not Graduate,No,4350,0,360,1,1
Male,Yes,3,Not Graduate,No,3095,0,360,1,0
Male,Yes,0,Graduate,No,2083,3150,360,1,0
Male,Yes,0,Graduate,No,10833,0,360,1,1
Male,Yes,2,Graduate,No,8333,0,360,1,1
Male,Yes,1,Not Graduate,No,1958,2436,360,1,0
Male,No,2,Graduate,No,3547,0,360,0,0
Male,Yes,1,Graduate,No,18333,0,360,1,1
Male,Yes,2,Graduate,Yes,4583,2083,360,1,1
Male,No,0,Graduate,No,2435,0,360,1,0
Male,No,0,Not Graduate,No,2699,2785,360,,0
Male,Yes,1,Not Graduate,No,5333,1131,360,,1
Male,No,0,Not Graduate,No,3691,0,360,1,0
Female,No,0,Not Graduate,Yes,17263,0,360,1,1
Male,Yes,0,Graduate,No,3597,2157,360,0,0
Female,Yes,1,Graduate,No,3326,913,84,1,0
Male,Yes,0,Not Graduate,No,2600,1700,360,1,0
Male,Yes,0,Graduate,No,4625,2857,12,,0
Male,Yes,1,Graduate,Yes,2895,0,360,1,0
Male,No,0,Graduate,No,6283,4416,360,0,1
Female,No,0,Graduate,No,645,3683,480,1,0
Female,No,0,Graduate,No,3159,0,360,1,0
Male,Yes,2,Graduate,No,4865,5624,360,1,1
Male,Yes,1,Not Graduate,No,4050,5302,360,,0
Male,Yes,0,Not Graduate,No,3814,1483,300,1,0
Male,Yes,2,Graduate,No,3510,4416,360,1,1
Male,Yes,0,Graduate,No,20833,6667,360,,1
,No,0,Graduate,No,3583,0,360,1,0
